iso3,acat,mixing,P.mid,P1.mid,P2.mid,LTBI.mid,LTBI1.mid,LTBI2.mid,P.lo,P1.lo,P2.lo,LTBI.lo,LTBI1.lo,LTBI2.lo,P.hi,P1.hi,P2.hi,LTBI.hi,LTBI1.hi,LTBI2.hi,inc.num.mid,inc.num0.mid,inc.num.lo,inc.num0.lo,inc.num.hi,inc.num0.hi,LTBI.fmt,inc.num0.fmt,inc.num.fmt,sex,notified,CDR0,CDR
MOZ,10-14,assortative,0.148409025086349,0.0114993212462156,0.0230294841624662,587581.457348948,45528.1471759807,91178.4027844886,0.120277816201914,0.0114993212462156,0.0230294841624662,476204.290740068,24559.3065472045,54851.7232822827,0.183170586489958,0.0114993212462156,0.0230294841624662,725209.5355428,78742.0239656149,141737.367565524,5629.64420471392,4883.5117845719,2912.84055740299,2596.68110334353,10401.4952526674,8746.11412382132,   588 000 (   476 000 to    725 000),     4 880 (  2 600 to   8 750),      5 630 (  2 910 to  10 400),B,,,
MOZ,10-14,random,0.148409025086349,0.0115020581385922,0.023034516724867,587581.457348948,45538.9830884886,91198.3277206437,0.120277816201914,0.0115020581385922,0.023034516724867,476204.290740068,24737.9270778453,55259.0444225471,0.183170586489958,0.0115020581385922,0.023034516724867,725209.5355428,78614.0277550397,141768.119159464,5630.29210299802,4884.2089124234,2919.18084706988,2600.93403595342,10440.1864362771,8731.05018835799,   588 000 (   476 000 to    725 000),     4 880 (  2 600 to   8 730),      5 630 (  2 920 to  10 400),B,,,
MOZ,15-19,assortative,0.20804420221013,0.0120750084495779,0.0239488159293788,712780.241192127,41370.1864490988,82051.0382556447,0.171082048199837,0.0120750084495779,0.0239488159293788,586144.205337463,22599.1675769813,49420.9908342089,0.247591374308576,0.0120750084495779,0.0239488159293788,848272.807518613,72065.5178552454,125408.711459363,6885.89467015086,5510.2396785249,3759.52716364021,3013.54766330163,12831.0623779173,9082.61544427173,   713 000 (   586 000 to    848 000),     5 510 (  3 010 to   9 080),      6 890 (  3 760 to  12 800),B,,,
MOZ,15-19,random,0.20462899893886,0.0109160402974668,0.0218604171665855,701079.41326443,37399.4456631511,74895.9752544388,0.168212627056957,0.0109160402974668,0.0218604171665855,576313.281559839,20445.2649141203,45056.8033500866,0.244976692390942,0.0109160402974668,0.0218604171665855,839314.645800606,64791.7898319839,115939.309724597,6325.59686178335,5061.91482790685,3465.90761974359,2790.15193533854,11702.5050535399,8256.80742407027,   701 000 (   576 000 to    839 000),     5 060 (  2 790 to   8 260),      6 330 (  3 470 to  11 700),B,,,
NAM,10-14,assortative,0.186336099005344,0.012593345228429,0.0251959524539169,50953.2336008134,3443.62506602346,6889.78280661867,0.149487911092148,0.012593345228429,0.0251959524539169,40877.1703123257,1959.61915680632,4143.89138182869,0.230263096141451,0.012593345228429,0.0251959524539169,62964.9831136874,5527.86399559701,10337.4034414753,455.250395892276,390.446423057371,250.712318631443,215.970450839831,730.821462441566,607.999475407021,    51 000 (    40 900 to     63 000),       390 (   216 to     608),        455 (   251 to     731),B,166,42.5154362281374,36.4634498943478
NAM,10-14,random,0.186336099005344,0.0125893246065011,0.0251883018178589,50953.2336008134,3442.52563499852,6887.69075548987,0.149487911092148,0.0125893246065011,0.0251883018178589,40877.1703123257,1940.00829344265,4181.16398433997,0.230263096141451,0.0125893246065011,0.0251883018178589,62964.9831136874,5504.44959839633,10400.0300541093,455.228791418681,390.458910510854,250.260488631973,217.087809374304,729.38214395362,605.852499297599,    51 000 (    40 900 to     63 000),       390 (   217 to     606),        455 (   250 to     729),B,166,42.5140765216025,36.4651803948242
NAM,15-19,assortative,0.273826264759761,0.0135763295960914,0.02676680787852,66577.0227086294,3300.89447267529,6507.97460035183,0.229290059461545,0.0135763295960914,0.02676680787852,55748.6678972423,1845.80257493751,4001.87510985056,0.32478613231187,0.0135763295960914,0.02676680787852,78967.2010657789,5251.64822548298,9797.12230120004,501.791044384168,439.578468796685,288.754962439591,254.924090885136,850.25602299877,755.458534765362,    66 600 (    55 700 to     79 000),       440 (   255 to     755),        502 (   289 to     850),B,404,91.9062303269588,80.5116003008417
NAM,15-19,random,0.26827814226008,0.0116221976113152,0.0232515591475831,65228.0743965468,2825.77463842474,5653.29108490676,0.224082553958366,0.0116221976113152,0.0232515591475831,54482.5358392213,1583.18371876447,3489.35968321072,0.317561453450944,0.0116221976113152,0.0232515591475831,77210.6215462486,4516.86001076047,8560.21255174997,442.354937823053,387.464282926623,260.492489422355,231.426627811357,746.892269468004,663.743769953524,    65 200 (    54 500 to     77 200),       387 (   231 to     664),        442 (   260 to     747),B,404,104.267675190208,91.3293750010324
NGA,10-14,assortative,0.0861732447426661,0.00639216465258925,0.0126149979050056,2163354.4051969,160473.446267669,316695.876670772,0.0685127713796744,0.00639216465258925,0.0126149979050056,1719993.3252958,79207.7202311997,182437.242122036,0.105587963666748,0.00639216465258925,0.0126149979050056,2650755.31293221,267205.956251756,462597.191995821,20839.8014180771,17401.6200230625,11455.885123713,9542.27787755377,35558.4273047642,29691.4676299903, 2 160 000 ( 1 720 000 to  2 650 000),    17 400 (  9 540 to  29 700),     20 800 ( 11 500 to  35 600),B,,,
NGA,10-14,random,0.0861732447426661,0.00639398552903047,0.0126183438296623,2163354.4051969,160519.158844492,316779.875142306,0.0685127713796744,0.00639398552903047,0.0126183438296623,1719993.3252958,79383.217849172,182547.753350491,0.105587963666748,0.00639398552903047,0.0126183438296623,2650755.31293221,268806.344762522,463037.027443905,20847.0936534282,17406.9956336819,11448.5848182616,9541.17682986383,35591.7389393262,29687.8442531772, 2 160 000 ( 1 720 000 to  2 650 000),    17 400 (  9 540 to  29 700),     20 800 ( 11 400 to  35 600),B,,,
NGA,15-19,assortative,0.134001504291663,0.00732790276801767,0.0142309349019071,2842794.4770151,155458.863145915,301904.246193004,0.113670608681486,0.00732790276801767,0.0142309349019071,2411481.72378226,76889.9258374904,174301.389585622,0.15752654829842,0.00732790276801767,0.0142309349019071,3341869.95775288,259964.50381361,439648.439730823,25045.1553114255,20721.6087326688,12621.8839477221,10456.1258109785,41748.8774519499,34558.4241114953, 2 840 000 ( 2 410 000 to  3 340 000),    20 700 ( 10 500 to  34 600),     25 000 ( 12 600 to  41 700),B,,,
NGA,15-19,random,0.130551898636866,0.00614844998737862,0.0121337652264753,2769612.314209,130437.189930942,257413.533926783,0.110684195210513,0.00614844998737862,0.0121337652264753,2348126.01918592,64572.6192342249,148819.793797365,0.153297655291385,0.00614844998737862,0.0121337652264753,3252155.48963677,217249.416428315,374674.364959382,21664.1491702393,17925.8774198679,11067.5427102792,9144.33669330658,35895.483878766,29841.8425248801, 2 770 000 ( 2 350 000 to  3 250 000),    17 900 (  9 140 to  29 800),     21 700 ( 11 100 to  35 900),B,,,
PAK,10-14,assortative,0.134782393953645,0.0101003145023628,0.0202275329166622,3119011.91324395,233732.317228427,468087.220385041,0.110560882313273,0.0101003145023628,0.0202275329166622,2558499.65977351,114360.663154279,268005.982403373,0.167315381493487,0.0101003145023628,0.0202275329166622,3871860.80347127,415806.505366602,755073.821831961,34690.5546270294,25092.8719408572,16295.4042355584,11804.4796816374,62486.2764843243,45258.9901435933, 3 120 000 ( 2 560 000 to  3 870 000),    25 100 ( 11 800 to  45 300),     34 700 ( 16 300 to  62 500),B,,,
PAK,10-14,random,0.134782393953645,0.0101022371353335,0.0202315123363304,3119011.91324395,233776.809056807,468179.308505668,0.110560882313273,0.0101022371353335,0.0202315123363304,2558499.65977351,114549.398983856,268500.515817561,0.167315381493487,0.0101022371353335,0.0202315123363304,3871860.80347127,413933.829769571,756878.14408065,34700.3503269419,25098.3661326601,16306.1662256894,11789.7216770713,62818.3811835339,45446.8874601184, 3 120 000 ( 2 560 000 to  3 870 000),    25 100 ( 11 800 to  45 400),     34 700 ( 16 300 to  62 800),B,,,
PAK,15-19,assortative,0.204533131015097,0.0115019614753143,0.0226396568062952,4453437.30785574,250439.936520131,492948.461492839,0.173397633036031,0.0115019614753143,0.0226396568062952,3775503.1873029,123943.114690581,283482.035640549,0.23976087075289,0.0115019614753143,0.0226396568062952,5220474.55820781,441086.530633815,795758.386690703,45741.5480892276,32831.0670319098,24368.0765989132,17486.6799628118,77880.2106289117,55977.2328682149, 4 450 000 ( 3 780 000 to  5 220 000),    32 800 ( 17 500 to  56 000),     45 700 ( 24 400 to  77 900),B,,,
PAK,15-19,random,0.198737241662391,0.00952550866213453,0.0190788644744308,4327239.51414163,207405.301242476,415416.93719871,0.167910568799894,0.00952550866213453,0.0190788644744308,3656029.65038233,102941.907847497,240216.950524769,0.231441425007513,0.00952550866213453,0.0190788644744308,5039329.67532619,363278.511907867,671840.600077341,39081.3648616099,28059.4895295588,21171.0210020043,15196.3832178071,65899.3743264826,47367.0291709561, 4 330 000 ( 3 660 000 to  5 040 000),    28 100 ( 15 200 to  47 400),     39 100 ( 21 200 to  65 900),B,,,
PHL,10-14,assortative,0.108503448925407,0.00966157033329723,0.0192171175152839,1173129.41596765,104460.019240709,207773.725817556,0.0894247631950938,0.00966157033329723,0.0192171175152839,966852.402011904,56805.051739448,136160.035964479,0.130018785710581,0.00966157033329723,0.0192171175152839,1405751.2793933,170806.019821606,319917.832186726,12960.5755275181,11201.9535572821,7170.01627909274,6211.35431069207,22420.8837398218,19358.5704535991, 1 170 000 (   967 000 to  1 410 000),    11 200 (  6 210 to  19 400),     13 000 (  7 170 to  22 400),B,8372,74.7369640231864,64.5958968583182
PHL,10-14,random,0.108503448925407,0.00966141228591859,0.0192169095720919,1173129.41596765,104458.310446834,207771.477554687,0.0894247631950938,0.00966141228591859,0.0192169095720919,966852.402011904,56733.6864202526,136977.444159255,0.130018785710581,0.00966141228591859,0.0192169095720919,1405751.2793933,170597.855943114,319533.804154718,12961.7457524068,11203.2815339404,7188.51106275894,6210.78074604341,22413.2528209179,19366.7065667231, 1 170 000 (   967 000 to  1 410 000),    11 200 (  6 210 to  19 400),     13 000 (  7 190 to  22 400),B,8372,74.7281051059634,64.5900649489707
PHL,15-19,assortative,0.153683359132366,0.0120480177936402,0.0234342739809784,1600298.5176276,125455.515316446,244020.134158695,0.131574586395625,0.0120480177936402,0.0234342739809784,1370080.7735796,68695.5047609217,158722.298321066,0.182509941499134,0.0120480177936402,0.0234342739809784,1900468.53792288,203992.536577667,373779.336493204,18935.7466152163,15804.3956830366,10195.5775546972,8517.21643227113,32226.2367772648,26339.3917149164, 1 600 000 ( 1 370 000 to  1 900 000),    15 800 (  8 520 to  26 300),     18 900 ( 10 200 to  32 200),B,21460,135.785008363425,113.330625066325
PHL,15-19,random,0.145941709119053,0.00934578212203728,0.0185885965836163,1519685.03344663,97317.2460597072,193562.294092737,0.125090633534359,0.00934578212203728,0.0185885965836163,1302563.63827731,52907.7535006123,126718.446678614,0.172806514321686,0.00934578212203728,0.0185885965836163,1799427.14856463,158578.911067302,296200.859401564,15182.7000736274,12671.7239875641,8329.55912553809,6945.99547250088,25387.7822333058,20742.8084401076, 1 520 000 ( 1 300 000 to  1 800 000),    12 700 (  6 950 to  20 700),     15 200 (  8 330 to  25 400),B,21460,169.353436210106,141.345082863597
PNG,10-14,assortative,0.0604605174362976,0.00500103871280688,0.00986455836628795,59437.1022576534,4916.3861305152,9697.5809868218,0.0503769649354075,0.00500103871280688,0.00986455836628795,49524.2340499458,2772.90512141197,6437.56804987273,0.0727496855490275,0.00500103871280688,0.00986455836628795,71518.2516217391,7876.27837838517,14792.6428404471,431.24675457581,522.534572435144,241.447346855953,292.891107847969,772.192324062169,934.847291256702,    59 400 (    49 500 to     71 500),       523 (   293 to     935),        431 (   241 to     772),B,,,
PNG,10-14,random,0.0604605174362976,0.0050012855592987,0.00986480808811472,59437.1022576534,4916.62879863645,9697.8264816072,0.0503769649354075,0.0050012855592987,0.00986480808811472,49524.2340499458,2775.46108517157,6434.08640481607,0.0727496855490275,0.0050012855592987,0.00986480808811472,71518.2516217391,7894.10282018483,14823.1783430311,431.209561295983,522.525126582533,241.75383981712,292.501423523871,771.558289780697,935.534685659817,    59 400 (    49 500 to     71 500),       523 (   293 to     936),        431 (   242 to     772),B,,,
PNG,15-19,assortative,0.0908662146869817,0.00665657566462085,0.0127880605924113,82634.2808336293,6053.52984886019,11629.5390311024,0.0775039441939826,0.00665657566462085,0.0127880605924113,70482.5518736729,3408.83914133,7726.08335340735,0.10861444814201,0.00665657566462085,0.0127880605924113,98774.6308270327,9684.9840088267,17741.9242452052,616.38856812025,765.223096896113,321.149456805284,402.499668136387,1067.44554815605,1325.78073649768,    82 600 (    70 500 to     98 800),       765 (   402 to   1 330),        616 (   321 to   1 070),B,,,
PNG,15-19,random,0.085792765580218,0.00489544032767836,0.00965563173874893,78020.4557752437,4451.94280663266,8780.88943700871,0.0732607712456773,0.00489544032767836,0.00965563173874893,66623.7849354464,2509.26027865689,5836.68187641701,0.101997853752445,0.00489544032767836,0.00965563173874893,92757.4601895958,7144.10329780509,13413.7148570361,472.926829548361,587.074442720365,257.814019371975,319.983420216399,806.651997538637,998.940608655506,    78 000 (    66 600 to     92 800),       587 (   320 to     999),        473 (   258 to     807),B,,,
PRK,10-14,assortative,0.068766356756347,0.00552274753847937,0.0108717545874245,117993.9910348,9476.30577335552,18654.4958004149,0.055268096785471,0.00552274753847937,0.0108717545874245,94832.7586950925,5157.40551635369,11756.8199840616,0.0839712356162812,0.00552274753847937,0.0108717545874245,144083.556114437,15711.2714738688,29041.7527091018,981.887573360672,1016.40424661996,486.707901145786,503.840914144865,1729.27434666413,1790.16124756549,   118 000 (    94 800 to    144 000),     1 020 (   504 to   1 790),        982 (   487 to   1 730),B,,,
PRK,10-14,random,0.068766356756347,0.00552127375294097,0.0108690673343932,117993.9910348,9473.77695191132,18649.8848289306,0.055268096785471,0.00552127375294097,0.0108690673343932,94832.7586950925,5145.40258976172,11732.8572145511,0.0839712356162812,0.00552127375294097,0.0108690673343932,144083.556114437,15709.8861115028,29128.1121211947,981.766227774758,1016.26319201212,486.705445397542,503.660259227197,1726.79622973403,1787.47225313149,   118 000 (    94 800 to    144 000),     1 020 (   504 to   1 790),        982 (   487 to   1 730),B,,,
PRK,15-19,assortative,0.0995828712706047,0.00654472049708191,0.0126615242929939,189529.606002709,12456.1411152637,24097.8561877763,0.083335740271739,0.00654472049708191,0.0126615242929939,158607.497636083,6778.75883038355,15265.230484845,0.115936571723573,0.00654472049708191,0.0126615242929939,220654.541084315,20746.1648688412,37835.2242669367,1561.0394786556,1610.17243530514,859.601034430744,884.834294846763,2761.79386049395,2850.30577342237,   190 000 (   159 000 to    221 000),     1 610 (   885 to   2 850),      1 560 (   860 to   2 760),B,,,
PRK,15-19,random,0.0962441257598756,0.00539466442502359,0.0106197717669545,183175.188690597,10267.3141469598,20211.9213188796,0.0807284290967553,0.00539466442502359,0.0106197717669545,153645.171751963,5582.5915709832,12778.9238047078,0.112685751333454,0.00539466442502359,0.0106197717669545,214467.465939127,17008.4240964547,31740.5932214347,1325.32755307474,1367.06986738601,741.362936056824,763.477299768502,2329.60678856891,2404.22970819207,   183 000 (   154 000 to    214 000),     1 370 (   763 to   2 400),      1 330 (   741 to   2 330),B,,,
SLE,10-14,assortative,0.135897587507484,0.0097282810943204,0.0193655352340689,132507.893982285,9485.62857898477,18882.5006887255,0.110448592178143,0.0097282810943204,0.0193655352340689,107693.672943444,5442.14799414929,12230.3618454288,0.169587994034526,0.0097282810943204,0.0193655352340689,165357.960699323,16730.8236634534,30243.5661165723,1147.51282315937,1013.11029164918,585.094707980798,515.603853915028,1948.68768759085,1715.16851505923,   133 000 (   108 000 to    165 000),     1 010 (   516 to   1 720),      1 150 (   585 to   1 950),B,,,
SLE,10-14,random,0.135897587507484,0.00972990488365189,0.0193677080668345,132507.893982285,9487.21186613896,18884.6193245234,0.110448592178143,0.00972990488365189,0.0193677080668345,107693.672943444,5442.68347352918,12224.3108018915,0.169587994034526,0.00972990488365189,0.0193677080668345,165357.960699323,16712.4528927524,30185.3552726954,1147.40387306424,1013.02305298977,583.706212939111,515.188707811246,1946.30948777499,1712.6406953006,   133 000 (   108 000 to    165 000),     1 010 (   515 to   1 710),      1 150 (   584 to   1 950),B,,,
SLE,15-19,assortative,0.20047137956281,0.0108361315813691,0.0212473681529519,171085.482860975,9247.72806964572,18132.8439396196,0.168130008741256,0.0108361315813691,0.0212473681529519,143484.839539928,5340.67107519919,12034.4681788001,0.237419871377354,0.0108361315813691,0.0212473681529519,202617.916951376,16228.9429584484,28330.4773035271,1390.83065219444,1210.82832474057,746.614443207971,642.426780847456,2257.45491191891,1968.87704181415,   171 000 (   143 000 to    203 000),     1 210 (   642 to   1 970),      1 390 (   747 to   2 260),B,,,
SLE,15-19,random,0.195794317119388,0.00920864396429536,0.0183315312510831,167094.00293876,7858.80409743309,15644.4220741743,0.164142925063528,0.00920864396429536,0.0183315312510831,140082.198536016,4515.52169509836,10275.3465797706,0.231261352552304,0.00920864396429536,0.0183315312510831,197362.138449777,13876.7972408017,24689.2306727379,1217.26330780867,1059.78334703179,656.557534108551,565.078927727662,1962.18275541132,1713.50084175247,   167 000 (   140 000 to    197 000),     1 060 (   565 to   1 710),      1 220 (   657 to   1 960),B,,,
THA,10-14,assortative,0.045684545893961,0.00415867302665846,0.00812803163824268,190274.123528328,17320.6901744193,33852.8941398887,0.0377633292863395,0.00415867302665846,0.00812803163824268,157282.604891116,8688.81680254689,18960.6620599304,0.0546712980913719,0.00415867302665846,0.00812803163824268,227703.551013448,29899.6525553808,53531.4708871891,1837.43078249497,1787.92103887131,946.994047296497,921.461088352975,3373.76036919126,3284.09784538949,   190 000 (   157 000 to    228 000),     1 790 (   921 to   3 280),      1 840 (   947 to   3 370),B,343,19.1842924012198,18.6673698551112
THA,10-14,random,0.045684545893961,0.00415823559328799,0.00812706074648202,190274.123528328,17318.8682836784,33848.8504184248,0.0377633292863395,0.00415823559328799,0.00812706074648202,157282.604891116,8695.42114642218,18972.905902397,0.0546712980913719,0.00415823559328799,0.00812706074648202,227703.551013448,29942.2518430104,53578.0142810529,1837.27449343133,1787.75482184388,946.173486012889,920.188794227739,3376.54565463348,3285.67698997952,   190 000 (   157 000 to    228 000),     1 790 (   920 to   3 290),      1 840 (   946 to   3 380),B,343,19.1860760664168,18.6689578082264
THA,15-19,assortative,0.0670678627234222,0.00489164322278834,0.00940828652288165,299425.479146659,21838.8145427869,42003.436305703,0.0550934022305314,0.00489164322278834,0.00940828652288165,245965.320659241,10960.1467149404,23488.6635252341,0.0784694943942973,0.00489164322278834,0.00940828652288165,350328.234765756,37846.6976506513,66093.3615264208,2901.64928231154,2756.10715469791,1496.53741320014,1408.80248651612,5376.41848156182,5145.00956290907,   299 000 (   246 000 to    350 000),     2 760 (  1 410 to   5 150),      2 900 (  1 500 to   5 380),B,1764,64.0033170333448,60.7930121242891
THA,15-19,random,0.0648120953626256,0.00409351735063891,0.00800045286299099,289354.571927873,18275.5696146877,35718.1418136162,0.0532735071088191,0.00409351735063891,0.00800045286299099,237840.37158993,9140.33822508645,20012.4305213515,0.0758207077915256,0.00409351735063891,0.00800045286299099,338502.687245883,31728.3470776901,56425.4054872087,2489.11959460981,2364.32401470342,1300.07692865499,1231.22646195558,4570.93120263576,4373.62075102433,   289 000 (   238 000 to    339 000),     2 360 (  1 230 to   4 370),      2 490 (  1 300 to   4 570),B,1764,74.609063268398,70.8684309030368
TOTAL,10-14,assortative,0.0906012530788021,0.00716600799489259,0.0140425014410935,36830136.089184,2913039.72847396,5708389.47070858,0.0825263310685135,0.00563470102957715,0.01152398976941,33547615.5230523,2290551.16446007,4684594.27518711,0.0991541961427918,0.009423400197495,0.0169956107484172,40306976.0478521,3830687.7653747,6908852.09102541,82250636.9876083,62146860.4285523,308922.360755944,240706.390836201,550042.397953845,399868.247068667,36 800 000 (33 500 000 to 40 300 000),62 100 000 (241 000 to 400 000), 82 300 000 (309 000 to 550 000),,,,
TOTAL,10-14,random,0.0906012530788021,0.00716553406228544,0.0140418158344353,36830136.089184,2912847.07106775,5708110.76610276,0.0825263310685135,0.00562478037446225,0.0115107124578579,33547615.5230523,2286518.33858229,4679196.94154387,0.0991541961427918,0.00943690990811387,0.0170126071247229,40306976.0478521,3836179.57110266,6915761.25432159,82245441.9907671,62142293.8849402,307904.611563657,240092.631542072,551152.866153675,400823.552114636,36 800 000 (33 500 000 to 40 300 000),62 100 000 (240 000 to 401 000), 82 200 000 (308 000 to 551 000),,,,
TOTAL,15-19,assortative,0.136219061451566,0.00871589075892197,0.0166869068188304,53447470.539041,3419802.70304986,6547343.30924949,0.125813661996732,0.00670669357729093,0.0134699087206202,49364765.2635611,2631465.84308308,5285108.72000758,0.148914925134835,0.0115929243618319,0.0205842783497667,58428871.7684162,4548647.42634163,8076532.01352991,121058573.652685,88722169.8154398,447405.992441326,338135.528273677,807718.944266918,574417.51733057,53 400 000 (49 400 000 to 58 400 000),88 700 000 (338 000 to 574 000),121 000 000 (447 000 to 808 000),,,,
TOTAL,15-19,random,0.130736737241249,0.0067667727900273,0.0132501366555153,51296403.2904931,2655038.76979773,5198878.04971937,0.120397055985147,0.00525141335475964,0.0107869405286906,47239483.4774384,2060466.11667955,4232408.29858872,0.142803941993986,0.00892201596069149,0.016151608834368,56031141.3193539,3500678.83397848,6337311.59306174,97269431.3840078,71575978.4938365,367143.94804888,279368.677317045,637565.407293597,453623.419691853,51 300 000 (47 200 000 to 56 000 000),71 600 000 (279 000 to 454 000), 97 300 000 (367 000 to 638 000),,,,
TZA,10-14,assortative,0.120808048392185,0.0094438070768435,0.0186960538802437,898983.065042432,70275.3065263435,139125.133177361,0.0991609104570238,0.0094438070768435,0.0186960538802437,737897.684810375,38279.1235067809,85597.6832157542,0.155663026301996,0.0094438070768435,0.0186960538802437,1158353.49019512,123685.013215526,224033.185757615,8565.89386308843,7642.96537064519,4583.18183841806,4134.05470151561,14000.9090998317,12374.9226520806,   899 000 (   738 000 to  1 160 000),     7 640 (  4 130 to  12 400),      8 570 (  4 580 to  14 000),B,,,
TZA,10-14,random,0.120808048392185,0.0094341673318834,0.0186782378605082,898983.065042432,70203.5731643218,138992.556745229,0.0991609104570238,0.0094341673318834,0.0186782378605082,737897.684810375,38486.7746322711,86048.7657992971,0.155663026301996,0.0094341673318834,0.0186782378605082,1158353.49019512,123776.235094879,224083.651697345,8558.85242855722,7636.20383182139,4579.57649373888,4128.13171289794,14052.1184595094,12347.5236408397,   899 000 (   738 000 to  1 160 000),     7 640 (  4 130 to  12 300),      8 560 (  4 580 to  14 100),B,,,
TZA,15-19,assortative,0.174768337828217,0.010037323016611,0.0196721114447511,1082642.14108958,62178.4758987217,121863.359913809,0.146482548004641,0.010037323016611,0.0196721114447511,907419.395153147,34100.0327690331,73961.2964158559,0.209180848245188,0.010037323016611,0.0196721114447511,1295818.24850737,109442.041605651,196414.745386522,9466.81539575431,8368.97644239866,4935.45093850084,4349.81655303921,16769.8618734692,14891.6778048223, 1 080 000 (   907 000 to  1 300 000),     8 370 (  4 350 to  14 900),      9 470 (  4 940 to  16 800),B,,,
TZA,15-19,random,0.17182919753893,0.00901922655031114,0.0178552300757672,1064434.96938274,55871.6462303293,110608.275841567,0.143524007490482,0.00901922655031114,0.0178552300757672,889092.04434949,30330.8842975563,67221.7832949265,0.204941320930786,0.00901922655031114,0.0178552300757672,1269555.53418561,98249.0606544927,178378.905736093,8647.35732343122,7644.02619971454,4583.13464232505,3988.78428815881,15307.7470802538,13594.8388690293, 1 060 000 (   889 000 to  1 270 000),     7 640 (  3 990 to  13 600),      8 650 (  4 580 to  15 300),B,,,
UGA,10-14,assortative,0.0700335615245681,0.00571242054116997,0.0112752602024431,420432.690001124,34293.3913720673,67688.8033991074,0.0576005709097841,0.00571242054116997,0.0112752602024431,345793.680144419,18235.1891987315,40733.7476194963,0.0847348650415547,0.00571242054116997,0.0112752602024431,508689.069508561,57819.0652341973,105000.185227028,4177.42015398023,3662.38725116694,2370.96060444778,2068.6228323001,8323.81672278047,7311.03774844423,   420 000 (   346 000 to    509 000),     3 660 (  2 070 to   7 310),      4 180 (  2 370 to   8 320),B,,,
UGA,10-14,random,0.0700335615245681,0.00571194824941784,0.0112743062896734,420432.690001124,34290.5560615749,67683.0767717154,0.0576005709097841,0.00571194824941784,0.0112743062896734,345793.680144419,18221.8933345246,40617.8439558134,0.0847348650415547,0.00571194824941784,0.0112743062896734,508689.069508561,57925.305293534,104936.838373831,4177.1116505291,3662.02990751599,2369.53631044766,2069.30402918377,8332.95269630481,7320.07432565744,   420 000 (   346 000 to    509 000),     3 660 (  2 070 to   7 320),      4 180 (  2 370 to   8 330),B,,,
UGA,15-19,assortative,0.102415643535631,0.00623163789117961,0.0121700629272423,518695.292406993,31560.8155800472,61636.6224019405,0.0872374308450371,0.00623163789117961,0.0121700629272423,441823.564632083,16805.7207569724,37039.737955924,0.120892958549212,0.00623163789117961,0.0121700629272423,612275.686797925,53079.3926127086,95295.4643394751,4718.81839002925,4154.86989775478,2456.43415833661,2154.19645235178,7691.74475571499,6747.40753222487,   519 000 (   442 000 to    612 000),     4 150 (  2 150 to   6 750),      4 720 (  2 460 to   7 690),B,,,
UGA,15-19,random,0.10047994311392,0.00556701745479754,0.0109875582249114,508891.724694189,28194.7722717422,55647.6972614688,0.0856928816548149,0.00556701745479754,0.0109875582249114,434001.025357792,14960.5030428155,33512.3239107173,0.118434536103,0.00556701745479754,0.0109875582249114,599824.735892613,47342.2554062749,85919.7266705749,4287.76496612621,3775.26661127437,2258.66063047093,1994.50359687469,7037.78610051553,6169.61480818894,   509 000 (   434 000 to    600 000),     3 780 (  1 990 to   6 170),      4 290 (  2 260 to   7 040),B,,,
VNM,10-14,assortative,0.0576182287152505,0.00462648784389533,0.0091353973235312,401948.451084226,32274.6752942358,63729.1163943824,0.0473126712407078,0.00462648784389533,0.0091353973235312,330056.222586137,17349.9665054504,41207.1285449386,0.0692892484053306,0.00462648784389533,0.0091353973235312,483366.231387484,55007.7047083619,96888.1010042873,4396.77890024245,3436.24016631022,2315.50668519393,1814.02958571063,7322.60889868285,5728.12525078092,   402 000 (   330 000 to    483 000),     3 440 (  1 810 to   5 730),      4 400 (  2 320 to   7 320),B,,,
VNM,10-14,random,0.0576182287152505,0.00462632401219777,0.00913502901928917,401948.451084226,32273.5323938284,63726.5470804185,0.0473126712407078,0.00462632401219777,0.00913502901928917,330056.222586137,17345.1591479905,41110.6856180727,0.0692892484053306,0.00462632401219777,0.00913502901928917,483366.231387484,54776.0175685084,96800.4439672871,4395.69370808849,3435.89236513614,2323.77206539205,1812.42053932511,7347.94828600278,5745.14494553765,   402 000 (   330 000 to    483 000),     3 440 (  1 810 to   5 750),      4 400 (  2 320 to   7 350),B,,,
VNM,15-19,assortative,0.0881663987164851,0.00531637893164545,0.0103427569122431,570876.638191652,34423.5057349939,66969.2579219619,0.0740007220575179,0.00531637893164545,0.0103427569122431,479154.00931593,18597.0215479988,43074.9063792408,0.104093795567225,0.00531637893164545,0.0103427569122431,674006.389453623,58374.9085994226,102681.145327511,5833.53936260843,4472.87485704556,3270.49043546636,2495.25925091484,10016.4396928405,7662.03680886987,   571 000 (   479 000 to    674 000),     4 470 (  2 500 to   7 660),      5 830 (  3 270 to  10 000),B,,,
VNM,15-19,random,0.0858656097242903,0.00451833555454581,0.00892218733734696,555979.050174292,29256.1820506641,57771.0827096355,0.0722139033474211,0.00451833555454581,0.00892218733734696,467584.374249422,15788.2696636102,37277.8586881725,0.101456633681526,0.00451833555454581,0.00892218733734696,656930.78997818,49669.196242315,88216.1058198223,5083.81910319788,3898.89223543806,2844.45091988401,2174.81312219239,8573.39920104344,6584.05690280095,   556 000 (   468 000 to    657 000),     3 900 (  2 170 to   6 580),      5 080 (  2 840 to   8 570),B,,,
